AvgMonthlyCharge,AvgTenure,Churn,ChurnedCustomers,ChurnFlag,ChurnRate,Contract,customerID,Dependents,DeviceProtection,gender,TotalCustomers,Sum of TotalCharges,TenureGroup,Sum of tenure,TechSupport,StreamingTV,StreamingMovies,Sum of SeniorCitizen,PhoneService,PaymentMethod,Partner,PaperlessBilling,OnlineSecurity,OnlineBackup,MultipleLines,Sum of MonthlyCharges,InternetService,MRR_At_Risk
58.75,57,No,,0,,Month-to-month,0699-NDKJM,No,Yes,Female,1,3437.45,49-60,57,No,Yes,Yes,0,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,No phone service,58.75,DSL,
95.4,49,No,,0,,Month-to-month,0701-RFGFI,Yes,No,Female,1,4613.95,49-60,49,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,95.4,Fiber optic,
68.25,9,No,,0,,Month-to-month,0701-TJSEF,No,Yes,Male,1,576.95,0-12,9,Yes,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,No,No,68.25,DSL,
65.85,13,No,,0,,Month-to-month,0708-LGSMF,No,No,Male,1,902.25,13-24,13,No,No,Yes,0,Yes,Electronic check,Yes,Yes,Yes,No,Yes,65.85,DSL,
65,34,No,,0,,Month-to-month,0708-SJDIS,No,No,Female,1,2157.5,25-36,34,Yes,Yes,No,0,Yes,Mailed check,No,No,No,No,Yes,65,DSL,
100.4,7,No,,0,,Month-to-month,0722-SVSFK,No,Yes,Female,1,715,0-12,7,Yes,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,100.4,Fiber optic,
94.3,30,No,,0,,Month-to-month,0730-KOAVE,No,No,Male,1,2679.7,25-36,30,No,No,Yes,0,Yes,Credit card (automatic),No,Yes,Yes,Yes,Yes,94.3,Fiber optic,
70.7,3,No,,0,,Month-to-month,0734-OXWBT,Yes,No,Male,1,225.65,0-12,3,Yes,Yes,Yes,0,Yes,Mailed check,No,No,No,No,No,70.7,DSL,
86.8,64,No,,0,,Month-to-month,0744-GKNGE,Yes,No,Female,1,5327.25,61+,64,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,86.8,Fiber optic,
45.3,13,No,,0,,Month-to-month,0749-IRGQE,No,No,Female,1,528.45,13-24,13,No,Yes,Yes,1,No,Electronic check,Yes,No,No,No,No phone service,45.3,DSL,
20.75,7,No,,0,,Month-to-month,0750-EKNGL,No,No,Male,1,141.1,0-12,7,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.75,No,
112.95,16,No,,0,,Month-to-month,0771-WLCLA,Yes,Yes,Female,1,1882.55,13-24,16,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,No,Yes,112.95,Fiber optic,
65.15,11,No,,0,,Month-to-month,0774-IFUVM,Yes,No,Male,1,723.35,0-12,11,No,Yes,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,65.15,DSL,
20.6,16,No,,0,,Month-to-month,0787-LHDYT,No,No,Male,1,330.25,13-24,16,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,20.6,No,
80.15,4,No,,0,,Month-to-month,0793-TWELN,No,No,Female,1,319.85,0-12,4,No,No,No,0,Yes,Electronic check,No,Yes,Yes,No,Yes,80.15,Fiber optic,
46.3,15,No,,0,,Month-to-month,0799-DDIHE,Yes,No,Female,1,639.45,13-24,15,No,No,No,0,Yes,Electronic check,Yes,No,No,No,No,46.3,DSL,
25.2,11,No,,0,,Month-to-month,0804-XBFBV,Yes,No,Female,1,321.05,0-12,11,No,No,No,0,No,Electronic check,No,No,No,No,No phone service,25.2,DSL,
30.15,13,No,,0,,Month-to-month,0811-GSDTP,Yes,No,Female,1,382.2,13-24,13,No,No,No,0,No,Electronic check,No,No,No,Yes,No phone service,30.15,DSL,
20.75,2,No,,0,,Month-to-month,0816-TSPHQ,No,No,Male,1,44.2,0-12,2,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.75,No,
75.5,1,No,,0,,Month-to-month,0817-HSUSE,No,Yes,Male,1,75.5,0-12,1,Yes,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,75.5,DSL,
66.7,17,No,,0,,Month-to-month,0820-FNRNX,Yes,Yes,Male,1,1077.05,13-24,17,Yes,No,No,0,Yes,Mailed check,Yes,Yes,No,Yes,Yes,66.7,DSL,
83.85,27,No,,0,,Month-to-month,0822-QGCXA,No,Yes,Female,1,2310.2,25-36,27,Yes,Yes,Yes,1,Yes,Electronic check,Yes,No,No,Yes,Yes,83.85,DSL,
89.4,20,No,,0,,Month-to-month,0829-XXPLX,No,Yes,Female,1,1871.15,13-24,20,No,Yes,No,0,Yes,Bank transfer (automatic),No,Yes,Yes,No,No,89.4,Fiber optic,
75.35,7,No,,0,,Month-to-month,0840-DFEZH,No,No,Female,1,564.65,0-12,7,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,75.35,Fiber optic,
44.95,46,No,,0,,Month-to-month,0842-IWYCP,No,No,Female,1,2168.9,37-48,46,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,44.95,DSL,
94.65,16,No,,0,,Month-to-month,0848-ZGQIJ,No,No,Female,1,1461.15,13-24,16,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,No,94.65,Fiber optic,
58.95,15,No,,0,,Month-to-month,0851-DFJKB,No,Yes,Female,1,955.15,13-24,15,Yes,No,No,0,Yes,Electronic check,No,No,Yes,No,No,58.95,DSL,
60.9,6,No,,0,,Month-to-month,0856-NAOES,No,Yes,Male,1,414.1,0-12,6,No,Yes,No,0,Yes,Mailed check,No,No,No,No,No,60.9,DSL,
75.15,5,No,,0,,Month-to-month,0867-LDTTC,No,Yes,Male,1,392.65,0-12,5,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,No,No,No,No,75.15,DSL,
85.7,26,No,,0,,Month-to-month,0869-PAPRP,No,Yes,Female,1,2067,25-36,26,No,Yes,No,1,Yes,Credit card (automatic),Yes,Yes,No,No,No,85.7,Fiber optic,
20.05,2,No,,0,,Month-to-month,0871-OPBXW,No,No,Female,1,39.25,0-12,2,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,20.05,No,
65.75,17,No,,0,,Month-to-month,0872-JCPIB,No,No,Male,1,1111.2,13-24,17,No,No,Yes,0,Yes,Bank transfer (automatic),No,No,Yes,No,Yes,65.75,DSL,
86.4,56,No,,0,,Month-to-month,0880-FVFWF,No,No,Male,1,4922.4,49-60,56,No,No,No,0,Yes,Electronic check,No,Yes,Yes,Yes,Yes,86.4,Fiber optic,
100.85,34,No,,0,,Month-to-month,0899-LIIBW,No,Yes,Male,1,3527.3,25-36,34,No,Yes,Yes,0,Yes,Electronic check,Yes,No,No,No,Yes,100.85,Fiber optic,
105.35,56,No,,0,,Month-to-month,0899-WZRSD,No,No,Male,1,5794.45,49-60,56,Yes,Yes,Yes,0,Yes,Mailed check,No,Yes,Yes,No,Yes,105.35,Fiber optic,
29.8,7,No,,0,,Month-to-month,0909-SDHNU,Yes,No,Female,1,201.95,0-12,7,No,No,No,0,No,Mailed check,No,No,Yes,No,No phone service,29.8,DSL,
85.5,55,No,,0,,Month-to-month,0913-XWSCN,Yes,No,Male,1,4713.4,49-60,55,No,No,Yes,0,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,85.5,Fiber optic,
95.8,14,No,,0,,Month-to-month,0916-QOFDP,Yes,No,Female,1,1346.3,13-24,14,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,No,Yes,95.8,Fiber optic,
83.05,22,No,,0,,Month-to-month,0921-OHLVP,No,No,Male,1,1799.3,13-24,22,No,No,Yes,0,Yes,Electronic check,No,No,No,No,Yes,83.05,Fiber optic,
89.45,60,No,,0,,Month-to-month,0924-BJCRC,No,No,Female,1,5294.6,49-60,60,No,No,Yes,1,Yes,Electronic check,Yes,No,No,Yes,Yes,89.45,Fiber optic,
19.55,1,No,,0,,Month-to-month,0927-CNGRH,Yes,No,Male,1,19.55,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.55,No,
29.9,4,No,,0,,Month-to-month,0928-JMXNP,No,Yes,Male,1,118.25,0-12,4,No,No,No,1,No,Electronic check,Yes,Yes,No,No,No phone service,29.9,DSL,
80.5,13,No,,0,,Month-to-month,0928-XUTSN,No,No,Female,1,1011.8,13-24,13,No,No,Yes,0,Yes,Electronic check,No,Yes,No,No,No,80.5,Fiber optic,
50.15,3,No,,0,,Month-to-month,0929-HYQEW,No,No,Male,1,160.85,0-12,3,No,No,No,0,Yes,Mailed check,No,Yes,Yes,No,No,50.15,DSL,
89.6,63,No,,0,,Month-to-month,0929-PECLO,No,Yes,Female,1,5538.8,61+,63,No,No,Yes,1,Yes,Bank transfer (automatic),No,Yes,No,No,Yes,89.6,Fiber optic,
53.45,13,No,,0,,Month-to-month,0939-EREMR,Yes,Yes,Female,1,718.1,13-24,13,Yes,No,No,0,Yes,Mailed check,No,No,No,No,No,53.45,DSL,
92.95,44,No,,0,,Month-to-month,0943-ZQPXH,Yes,Yes,Male,1,4122.9,37-48,44,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,92.95,Fiber optic,
35.5,12,No,,0,,Month-to-month,0953-LGOVU,Yes,No,Male,1,432.25,0-12,12,Yes,No,No,0,No,Mailed check,Yes,No,No,Yes,No phone service,35.5,DSL,
69.9,7,No,,0,,Month-to-month,0958-YHXGP,No,No,Female,1,497.3,0-12,7,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,69.9,Fiber optic,
19.65,1,No,,0,,Month-to-month,0970-QXPXW,No,No,Female,1,19.65,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.65,No,
29.2,3,No,,0,,Month-to-month,0975-VOOVL,No,No,Female,1,98.5,0-12,3,No,No,No,0,No,Mailed check,No,No,No,Yes,No phone service,29.2,DSL,
50.85,40,No,,0,,Month-to-month,0980-PVMRC,Yes,No,Female,1,2036.55,37-48,40,No,Yes,Yes,0,No,Electronic check,Yes,Yes,No,Yes,No phone service,50.85,DSL,
54.2,3,No,,0,,Month-to-month,0988-JRWWP,No,No,Female,1,140.4,0-12,3,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,No,54.2,DSL,
48.8,19,No,,0,,Month-to-month,0997-YTLNY,Yes,No,Female,1,953.65,13-24,19,Yes,No,No,0,Yes,Mailed check,No,No,No,No,No,48.8,DSL,
45.75,7,No,,0,,Month-to-month,0999-QXNSA,Yes,No,Male,1,344.2,0-12,7,No,No,No,1,Yes,Mailed check,No,Yes,No,No,No,45.75,DSL,
100.8,66,No,,0,,Month-to-month,1013-QCWAM,No,No,Female,1,6690.75,61+,66,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,100.8,Fiber optic,
19.05,1,No,,0,,Month-to-month,1015-OWJKI,No,No,Male,1,19.05,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.05,No,
69.7,8,No,,0,,Month-to-month,1016-DJTSV,No,No,Male,1,572.85,0-12,8,No,No,No,1,Yes,Electronic check,No,Yes,No,No,No,69.7,Fiber optic,
90.55,56,No,,0,,Month-to-month,1020-JPQOW,No,Yes,Female,1,5116.6,49-60,56,Yes,No,No,0,Yes,Electronic check,Yes,No,No,Yes,Yes,90.55,Fiber optic,
69.05,26,No,,0,,Month-to-month,1025-FALIX,No,No,Female,1,1815.65,25-36,26,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,69.05,Fiber optic,
101.5,30,No,,0,,Month-to-month,1028-FFNJK,No,No,Male,1,2917.65,25-36,30,Yes,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,No,Yes,101.5,Fiber optic,
103.5,63,No,,0,,Month-to-month,1035-IPQPU,No,Yes,Female,1,6479.4,61+,63,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,103.5,Fiber optic,
79.05,60,No,,0,,Month-to-month,1036-GUDCL,Yes,No,Male,1,4663.4,49-60,60,Yes,Yes,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,No,79.05,DSL,
20.6,19,No,,0,,Month-to-month,1038-RQOST,Yes,No,Male,1,414.95,13-24,19,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,20.6,No,
21.05,8,No,,0,,Month-to-month,1045-LTCYT,Yes,No,Female,1,139.75,0-12,8,No,No,No,0,Yes,Credit card (automatic),Yes,No,No,No,No,21.05,No,
70.55,20,No,,0,,Month-to-month,1047-NNCBF,No,No,Male,1,1493.55,13-24,20,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,70.55,Fiber optic,
35.65,17,No,,0,,Month-to-month,1049-FYSYG,No,Yes,Female,1,646.05,13-24,17,No,No,No,0,No,Credit card (automatic),Yes,Yes,No,Yes,No phone service,35.65,DSL,
19.6,44,No,,0,,Month-to-month,1051-EQPZR,Yes,No,Female,1,780.25,37-48,44,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,19.6,No,
19.5,2,No,,0,,Month-to-month,1051-GEJLJ,No,No,Female,1,27.55,0-12,2,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.5,No,
19.65,18,No,,0,,Month-to-month,1057-FOGLZ,No,No,Female,1,391.7,13-24,18,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.65,No,
109.6,56,No,,0,,Month-to-month,1061-PNTHC,Yes,Yes,Female,1,5953,49-60,56,Yes,Yes,Yes,0,Yes,Mailed check,Yes,Yes,Yes,No,Yes,109.6,Fiber optic,
108.25,53,No,,0,,Month-to-month,1074-AMIOH,Yes,Yes,Female,1,5935.1,49-60,53,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,No,108.25,Fiber optic,
71.05,7,No,,0,,Month-to-month,1077-HUUJM,Yes,No,Female,1,472.65,0-12,7,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,71.05,Fiber optic,
30.75,3,No,,0,,Month-to-month,1078-TDCRN,No,No,Female,1,82.85,0-12,3,No,No,No,1,No,Electronic check,Yes,Yes,No,Yes,No phone service,30.75,DSL,
54.55,11,No,,0,,Month-to-month,1089-HDMKP,Yes,No,Male,1,601.25,0-12,11,Yes,No,No,1,Yes,Electronic check,No,Yes,No,Yes,No,54.55,DSL,
54.55,42,No,,0,,Month-to-month,1097-FSPVW,No,Yes,Female,1,2455.05,37-48,42,No,No,No,0,Yes,Credit card (automatic),No,No,Yes,No,No,54.55,DSL,
19.25,1,No,,0,,Month-to-month,1098-TDVUQ,No,No,Female,1,19.25,0-12,1,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,19.25,No,
49.8,17,No,,0,,Month-to-month,1100-DDVRV,No,No,Male,1,836.35,13-24,17,No,Yes,Yes,0,No,Mailed check,Yes,Yes,No,Yes,No phone service,49.8,DSL,
51.1,15,No,,0,,Month-to-month,1101-SSWAG,No,No,Female,1,711.15,13-24,15,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,51.1,DSL,
64.4,28,No,,0,,Month-to-month,1104-FEJAM,Yes,No,Male,1,1802.15,25-36,28,No,No,Yes,0,Yes,Electronic check,Yes,No,No,Yes,Yes,64.4,DSL,
105.8,28,No,,0,,Month-to-month,1104-TNLZA,No,No,Male,1,2998,25-36,28,Yes,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,105.8,Fiber optic,
108.25,63,No,,0,,Month-to-month,1110-KYLGQ,No,Yes,Female,1,6780.1,61+,63,No,Yes,Yes,0,Yes,Credit card (automatic),No,No,Yes,Yes,Yes,108.25,Fiber optic,
43.8,49,No,,0,,Month-to-month,1125-SNVCK,No,No,Female,1,2106.05,49-60,49,No,No,No,1,Yes,Mailed check,No,No,No,No,No,43.8,DSL,
53.8,27,No,,0,,Month-to-month,1134-YWTYF,No,No,Male,1,1389.85,25-36,27,Yes,No,No,0,Yes,Electronic check,Yes,Yes,No,Yes,No,53.8,DSL,
19.85,1,No,,0,,Month-to-month,1135-LMECX,No,No,Female,1,19.85,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.85,No,
24.8,17,No,,0,,Month-to-month,1140-UKVZG,No,No,Female,1,475.25,13-24,17,No,No,No,0,Yes,Mailed check,No,No,No,No,Yes,24.8,No,
19.75,1,No,,0,,Month-to-month,1156-ZFYDO,No,No,Female,1,19.75,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,No,No,19.75,No,
20.4,16,No,,0,,Month-to-month,1159-WFSGR,Yes,No,Female,1,321.4,13-24,16,No,No,No,0,Yes,Electronic check,Yes,No,No,No,No,20.4,No,
74.55,41,No,,0,,Month-to-month,1163-ONYEY,Yes,Yes,Male,1,3023.55,37-48,41,No,Yes,No,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,74.55,DSL,
88.8,19,No,,0,,Month-to-month,1169-WCVAK,No,No,Male,1,1672.35,13-24,19,Yes,No,No,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,88.8,Fiber optic,
85.4,69,No,,0,,Month-to-month,1170-SASML,No,Yes,Female,1,5869.4,61+,69,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,85.4,Fiber optic,
25.4,47,No,,0,,Month-to-month,1171-TYKUR,No,No,Male,1,1139.2,37-48,47,No,No,No,0,Yes,Electronic check,Yes,No,No,No,Yes,25.4,No,
90.15,27,No,,0,,Month-to-month,1173-NOEYG,No,Yes,Female,1,2423.4,25-36,27,No,No,Yes,0,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,90.15,Fiber optic,
89.2,11,No,,0,,Month-to-month,1173-XZPYF,No,Yes,Female,1,990.3,0-12,11,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,Yes,89.2,Fiber optic,
95,27,No,,0,,Month-to-month,1194-HVAIF,No,No,Female,1,2462.55,25-36,27,No,Yes,Yes,0,Yes,Credit card (automatic),Yes,No,No,No,Yes,95,Fiber optic,
19.65,1,No,,0,,Month-to-month,1194-SPVSP,No,No,Male,1,19.65,0-12,1,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,19.65,No,
74.45,4,No,,0,,Month-to-month,1197-BVMVG,No,No,Female,1,294.45,0-12,4,No,No,No,1,Yes,Electronic check,No,Yes,No,No,Yes,74.45,Fiber optic,
85.2,8,No,,0,,Month-to-month,1200-TUZHR,No,No,Female,1,695.75,0-12,8,No,No,Yes,1,Yes,Electronic check,No,No,No,No,Yes,85.2,Fiber optic,
54.2,12,No,,0,,Month-to-month,1202-KKGFU,No,No,Female,1,690.5,0-12,12,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,54.2,DSL,
49.6,20,No,,0,,Month-to-month,1208-NBVFH,Yes,Yes,Male,1,939.8,13-24,20,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,49.6,DSL,
86.05,3,No,,0,,Month-to-month,1212-GLHMD,No,No,Male,1,244.85,0-12,3,No,No,Yes,0,Yes,Mailed check,No,Yes,Yes,No,No,86.05,Fiber optic,
89.9,60,No,,0,,Month-to-month,1215-FIGMP,No,No,Male,1,5450.7,49-60,60,No,Yes,No,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,89.9,Fiber optic,
48.25,4,No,,0,,Month-to-month,1215-VFYVK,No,Yes,Female,1,202.25,0-12,4,Yes,No,Yes,0,No,Mailed check,No,No,Yes,No,No phone service,48.25,DSL,
108.45,45,No,,0,,Month-to-month,1216-BGTSP,No,Yes,Male,1,4964.7,37-48,45,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,Yes,Yes,No,Yes,108.45,Fiber optic,
75.5,25,No,,0,,Month-to-month,1216-JWVUX,Yes,No,Male,1,1901.05,25-36,25,No,No,No,0,Yes,Electronic check,Yes,Yes,No,Yes,No,75.5,Fiber optic,
76.85,9,No,,0,,Month-to-month,1219-NNDDO,No,No,Female,1,663.55,0-12,9,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,76.85,Fiber optic,
20.4,40,No,,0,,Month-to-month,1222-KJNZD,Yes,No,Male,1,745.3,37-48,40,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,20.4,No,
26.35,6,No,,0,,Month-to-month,1222-LRYKO,Yes,No,Male,1,184.05,0-12,6,No,No,No,0,Yes,Mailed check,No,No,No,No,Yes,26.35,No,
78.75,16,No,,0,,Month-to-month,1226-IENZN,No,No,Male,1,1218.25,13-24,16,No,No,Yes,1,Yes,Electronic check,No,Yes,No,No,No,78.75,Fiber optic,
75.3,21,No,,0,,Month-to-month,1228-ZLNBX,No,No,Male,1,1570.7,13-24,21,No,No,No,0,Yes,Mailed check,No,No,No,No,Yes,75.3,Fiber optic,
65.25,3,No,,0,,Month-to-month,1230-QAJDW,No,No,Male,1,209.9,0-12,3,Yes,Yes,No,0,Yes,Mailed check,No,Yes,No,No,Yes,65.25,DSL,
19.55,18,No,,0,,Month-to-month,1237-WIYYZ,No,No,Female,1,389.25,13-24,18,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,19.55,No,
50.2,43,No,,0,,Month-to-month,1247-QBVSH,Yes,No,Female,1,2169.4,37-48,43,No,No,No,0,Yes,Mailed check,Yes,No,No,Yes,No,50.2,DSL,
80.25,4,No,,0,,Month-to-month,1251-STYSZ,No,No,Female,1,303.7,0-12,4,No,No,No,1,Yes,Electronic check,No,Yes,Yes,No,Yes,80.25,Fiber optic,
19.45,5,No,,0,,Month-to-month,1257-SXUXQ,Yes,No,Male,1,86.05,0-12,5,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,19.45,No,
34.65,23,No,,0,,Month-to-month,1261-FWTTE,No,No,Male,1,768.45,13-24,23,No,No,Yes,1,No,Bank transfer (automatic),No,Yes,No,No,No phone service,34.65,DSL,
89.95,20,No,,0,,Month-to-month,1302-UHBDD,No,No,Male,1,1648.45,13-24,20,No,Yes,Yes,1,Yes,Electronic check,No,No,No,No,No,89.95,Fiber optic,
70.05,9,No,,0,,Month-to-month,1304-BCCFO,No,Yes,Male,1,564.4,0-12,9,No,Yes,Yes,0,Yes,Mailed check,Yes,Yes,No,No,No,70.05,DSL,
89.55,24,No,,0,,Month-to-month,1307-ATKGB,No,Yes,Male,1,2187.15,13-24,24,No,No,Yes,0,Yes,Electronic check,No,Yes,No,Yes,No,89.55,Fiber optic,
79.35,42,No,,0,,Month-to-month,1307-TVUFB,No,No,Male,1,3344.1,37-48,42,No,No,No,1,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,79.35,Fiber optic,
50.3,18,No,,0,,Month-to-month,1310-QRITU,No,No,Female,1,913.3,13-24,18,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,50.3,DSL,
84.6,12,No,,0,,Month-to-month,1319-YLZJG,No,Yes,Male,1,959.9,0-12,12,No,No,No,0,Yes,Electronic check,Yes,Yes,Yes,Yes,No,84.6,Fiber optic,
110.75,52,No,,0,,Month-to-month,1320-REHCS,No,Yes,Male,1,5832,49-60,52,Yes,Yes,Yes,1,Yes,Electronic check,No,Yes,No,Yes,Yes,110.75,Fiber optic,
25.05,7,No,,0,,Month-to-month,1329-VHWNP,No,No,Female,1,189.95,0-12,7,No,No,No,0,No,Bank transfer (automatic),No,No,No,No,No phone service,25.05,DSL,
24.95,9,No,,0,,Month-to-month,1335-NTIUC,No,No,Male,1,190.25,0-12,9,No,No,No,0,No,Electronic check,No,Yes,No,No,No phone service,24.95,DSL,
20.05,4,No,,0,,Month-to-month,1336-EZFZY,No,No,Female,1,83.3,0-12,4,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.05,No,
19.55,6,No,,0,,Month-to-month,1345-GKDZZ,Yes,No,Male,1,128.6,0-12,6,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.55,No,
94.15,61,No,,0,,Month-to-month,1346-PJWTK,No,Yes,Male,1,5731.85,61+,61,Yes,No,Yes,0,Yes,Credit card (automatic),Yes,No,No,Yes,No,94.15,Fiber optic,
80,13,No,,0,,Month-to-month,1346-UFHAX,No,No,Female,1,1029.35,13-24,13,No,No,No,0,Yes,Credit card (automatic),No,Yes,Yes,No,Yes,80,Fiber optic,
71.6,27,No,,0,,Month-to-month,1352-VHKAJ,Yes,No,Male,1,1957.1,25-36,27,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,71.6,DSL,
60.9,11,No,,0,,Month-to-month,1353-LJWEM,No,Yes,Male,1,688.5,0-12,11,Yes,No,No,0,Yes,Electronic check,No,Yes,No,Yes,No,60.9,DSL,
48.8,7,No,,0,,Month-to-month,1355-KUSBG,Yes,No,Female,1,349.8,0-12,7,No,No,No,0,Yes,Electronic check,Yes,No,No,No,Yes,48.8,DSL,
78.65,6,No,,0,,Month-to-month,1356-MKYSK,No,Yes,Male,1,483.3,0-12,6,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,No,Yes,No,No,78.65,DSL,
59.65,11,No,,0,,Month-to-month,1357-MVDOZ,Yes,Yes,Male,1,683.25,0-12,11,No,Yes,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,59.65,DSL,
30.35,23,No,,0,,Month-to-month,1360-RCYRT,Yes,No,Male,1,678.75,13-24,23,Yes,No,No,0,No,Bank transfer (automatic),Yes,Yes,No,No,No phone service,30.35,DSL,
48.8,30,No,,0,,Month-to-month,1376-HHBDV,No,No,Female,1,1536.75,25-36,30,No,No,No,0,Yes,Mailed check,No,Yes,Yes,No,No,48.8,DSL,
91,15,No,,0,,Month-to-month,1379-FRVEB,Yes,No,Male,1,1430.05,13-24,15,No,Yes,No,0,Yes,Electronic check,No,Yes,No,Yes,Yes,91,Fiber optic,
80.55,16,No,,0,,Month-to-month,1384-RCUXW,No,No,Male,1,1248.9,13-24,16,No,No,No,0,Yes,Mailed check,No,Yes,No,Yes,Yes,80.55,Fiber optic,
20.45,9,No,,0,,Month-to-month,1385-TQOZW,No,No,Female,1,147.55,0-12,9,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,20.45,No,
18.95,7,No,,0,,Month-to-month,1386-ZIKUV,No,No,Male,1,130.55,0-12,7,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,18.95,No,
72.9,11,No,,0,,Month-to-month,1391-UBDAR,No,Yes,Male,1,818.45,0-12,11,No,No,No,0,Yes,Electronic check,No,No,No,No,No,72.9,Fiber optic,
95.85,1,No,,0,,Month-to-month,1393-IMKZG,No,No,Female,1,95.85,0-12,1,Yes,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,95.85,Fiber optic,
85.15,44,No,,0,,Month-to-month,1394-SUIUH,No,No,Female,1,3670.5,37-48,44,Yes,No,No,1,Yes,Electronic check,Yes,Yes,Yes,Yes,No,85.15,Fiber optic,
29.3,43,No,,0,,Month-to-month,1395-OFUWC,Yes,No,Male,1,1224.05,37-48,43,No,No,No,0,No,Credit card (automatic),Yes,No,No,Yes,No phone service,29.3,DSL,
69.35,11,No,,0,,Month-to-month,1399-UBQIU,No,Yes,Male,1,712.25,0-12,11,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,69.35,DSL,
49.9,1,No,,0,,Month-to-month,1406-PUQVY,Yes,No,Male,1,49.9,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,Yes,No,49.9,DSL,
71.35,7,No,,0,,Month-to-month,1410-RSCMR,Yes,Yes,Male,1,515.75,0-12,7,Yes,No,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,71.35,DSL,
